Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0P83dboRYIkaEo23HldoLh,"Mellowing","Dying Surfer Meets His Maker","All Them Witches",2015-10-30,190986,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:45:34Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.383,0.398,7,-13.638,1,0.0306,0.796,0.812,0.375,0.412,135.065,4
spotify:track:1gIoIq3RF1wl3Pp6d1Clzb,"Open Passageways","Dying Surfer Meets His Maker","All Them Witches",2015-10-30,194013,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:45:34Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.356,0.589,9,-8.248,0,0.0308,0.0376,0.6,0.194,0.2,155.995,4
spotify:track:2aXWmLWk0i3F9b9nT0sIVe,"Instrumental 2 (Welcome To The Caveman Future)","Dying Surfer Meets His Maker","All Them Witches",2015-10-30,152920,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:45:34Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.33,0.662,7,-9.957,1,0.0368,0.334,0.889,0.108,0.0391,150.468,3
spotify:track:0s2K6BysAUBsTICAKQKOo5,"Talisman","Dying Surfer Meets His Maker","All Them Witches",2015-10-30,367253,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:45:34Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.165,0.628,9,-8.039,0,0.0363,0.0502,0.773,0.377,0.0673,177.195,4
spotify:track:1oPmh1p5jJr8pRBdpT40lt,"Blood And Sand / Milk And Endless Waters","Dying Surfer Meets His Maker","All Them Witches",2015-10-30,440360,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:45:34Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.389,0.789,2,-8.335,1,0.0315,0.119,0.789,0.0918,0.111,69.944,4
spotify:track:7nlpx8WqetDJkVuR03Bn5q,"Mountain (Live)","At the Garage","All Them Witches",2015-02-10,467644,16,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:45:41Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","All Them Witches",0.451,0.592,5,-8.143,1,0.0337,0.0257,0.344,0.128,0.187,141.538,4
spotify:track:3gUoiV9h97vo2SsasVvMNt,"Funeral for a Great Drunken Bird (Live)","At the Garage","All Them Witches",2015-02-10,242808,14,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:45:41Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","All Them Witches",0.207,0.546,5,-9.144,1,0.0337,0.000623,0.878,0.132,0.0618,109.068,5
spotify:track:3QPnQDCOwz3IPVzHK74VQs,"Marriage of Coyote Woman > Elk Blood Heart (Live)","At the Garage","All Them Witches",2015-02-10,708257,16,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:45:41Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","All Them Witches",0.352,0.508,2,-10.93,0,0.0349,0.0303,0.146,0.822,0.294,145.131,3
spotify:track:5mLMrqGpOHqeahtTnX9IlT,"When God Comes Back (Live)","At the Garage","All Them Witches",2015-02-10,201377,13,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:45:41Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","All Them Witches",0.248,0.853,5,-9.168,1,0.0684,0.00267,0.209,0.486,0.22,164.498,4
spotify:track:2xjvM48o7AW1ljoMGt6opD,"Charles William (Live)","At the Garage","All Them Witches",2015-02-10,375640,13,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:45:41Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","All Them Witches",0.362,0.633,4,-11.519,0,0.043,0.0129,0.493,0.67,0.167,82.003,4
spotify:track:0j7gZ1lYLzbaa5ftFCG6yN,"Death of Coyote Woman (Live)","At the Garage","All Them Witches",2015-02-10,728659,13,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:45:41Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","All Them Witches",0.264,0.629,10,-9.466,1,0.0366,0.1,0.8,0.299,0.122,163.311,4
spotify:track:2ObmvTAt3ejzd7nJVDoFE1,"Born Under a Bad Sign (Live)","At the Garage","All Them Witches",2015-02-10,344346,16,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:45:41Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","All Them Witches",0.415,0.707,4,-7.453,1,0.0324,0.00883,0.209,0.64,0.485,76.307,4
spotify:track:2TOrygKhwOt12Y1Roj6XuQ,"Bruce Lee","Bruce Lee","All Them Witches",2016-11-18,191440,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:00Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.125,0.893,2,-5.864,0,0.0719,0.0128,0.000769,0.169,0.234,82.707,4
spotify:track:5hsp40h5nepN9AyMIBgPHm,"Effervescent","Effervescent","All Them Witches",2014-11-19,1516000,18,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:32Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","All Them Witches",0.328,0.399,7,-13.084,0,0.0333,0.7,0.905,0.0583,0.256,117.63,4
spotify:track:6tWsKU4I9sC2iFIYZzZ3G7,"Funeral For A Great Drunken Bird","Lightning At The Door","All Them Witches",2013-01-15,263613,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:16Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.199,0.717,5,-9.818,1,0.0448,0.0643,0.49,0.111,0.0341,129.841,3
spotify:track:2EvUjCWg5zeaeKxGeOaHPh,"When God Comes Back","Lightning At The Door","All Them Witches",2013-01-15,213493,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:16Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.306,0.937,8,-8.014,1,0.117,0.000177,0.0119,0.0864,0.218,157.345,4
spotify:track:3SSAeecv84iCOlUCaVPifM,"The Marriage Of Coyote Woman","Lightning At The Door","All Them Witches",2013-01-15,349613,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:16Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.426,0.395,9,-8.653,0,0.0314,0.133,0.039,0.113,0.258,126.103,3
spotify:track:1uFvdtmB1b9j2SIUlTOfNi,"Swallowed By The Sea","Lightning At The Door","All Them Witches",2013-01-15,502866,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:16Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.252,0.625,5,-10.701,0,0.0429,0.0248,0.0232,0.0694,0.0412,88.266,4
spotify:track:5RFxXhOOTnNkrKyP9Mjb8L,"Charles William","Lightning At The Door","All Them Witches",2013-01-15,345119,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:16Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.425,0.704,2,-8.544,1,0.045,0.00775,0.013,0.0975,0.0901,151.424,4
spotify:track:4dlgPGZ8ankqnrG9YnfGIW,"The Death Of Coyote Woman","Lightning At The Door","All Them Witches",2013-01-15,491999,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:16Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.278,0.588,10,-10.722,0,0.0325,0.00188,0.447,0.154,0.184,167.276,4
spotify:track:3DZ1PuqLRM2sQGIXRZFkFt,"Romany Dagger","Lightning At The Door","All Them Witches",2013-01-15,166119,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:16Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.454,0.83,8,-9.551,1,0.0546,0.000353,0.000735,0.0397,0.589,118.047,4
spotify:track:7oF4ei4189AOKZoxwDkHMU,"Mountain","Lightning At The Door","All Them Witches",2013-01-15,377239,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:16Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.39,0.493,1,-10.415,1,0.0366,0.00408,0.0493,0.0887,0.21,137.302,4
spotify:track:6vBTnVeCFeIOJNHnQ9zPj0,"Romany Dagger (Remended)","Lightning At The Door","All Them Witches",2013-01-15,256243,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:16Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.276,0.889,8,-6.549,1,0.0659,0.018,0.0613,0.103,0.184,118.129,4
spotify:track:4NkoSEz36hCX3rlUowsXue,"Surface-To-Air Whistle","Lightning At The Door","All Them Witches",2013-01-15,378705,0,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:16Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","New West Records",0.364,0.717,2,-9.745,1,0.0317,0.00476,0.766,0.12,0.611,155.284,4
spotify:track:3N02rdKYcUq6nabDpCRv7v,"Heavy/Like a Witch","Our Mother Electricity","All Them Witches",2012-12-07,347875,43,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:21Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","Elektrohasch",0.323,0.903,0,-6.537,1,0.125,0.00249,0.571,0.104,0.255,152.827,4
spotify:track:5DURZTFDFu8bQMU0Ik2om8,"The Urn","Our Mother Electricity","All Them Witches",2012-12-07,217500,35,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:21Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","Elektrohasch",0.382,0.826,7,-5.569,1,0.0497,0.0000207,0.571,0.12,0.52,119.817,4
spotify:track:3NcJLTtUsQbmkzOAZDcrRL,"Bloodhounds","Our Mother Electricity","All Them Witches",2012-12-07,210756,32,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:21Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","Elektrohasch",0.266,0.873,6,-5.573,1,0.125,0.00322,0.462,0.189,0.476,173.594,4
spotify:track:6TusJoMuyFkdc1dP7a9uXt,"Guns","Our Mother Electricity","All Them Witches",2012-12-07,265625,34,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:21Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","Elektrohasch",0.312,0.836,9,-6.75,0,0.0405,0.0165,0.902,0.08,0.418,75.787,4
spotify:track:5PMpxJQfyrMPTfdEmyohky,"Elk.Blood.Heart","Our Mother Electricity","All Them Witches",2012-12-07,352073,40,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:21Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","Elektrohasch",0.425,0.437,2,-8.133,0,0.0354,0.0732,0.00242,0.32,0.137,131.795,3
spotify:track:7aRgFtaZN7iO3GcClRNoEM,"Until It Unwinds","Our Mother Electricity","All Them Witches",2012-12-07,513451,26,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:21Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","Elektrohasch",0.322,0.868,2,-6.284,1,0.0574,0.0125,0.846,0.145,0.427,143.056,4
spotify:track:6Otfykjo9ZjRvUzbjwPEUk,"Easy","Our Mother Electricity","All Them Witches",2012-12-07,250840,30,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:21Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","Elektrohasch",0.457,0.546,2,-7.249,1,0.0273,0.288,0.329,0.108,0.0839,130.886,4
spotify:track:1yqY69NQtv4KiR2p8rcLR2,"Family Song for the Leaving","Our Mother Electricity","All Them Witches",2012-12-07,225414,26,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:21Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","Elektrohasch",0.414,0.309,2,-15.196,1,0.0279,0.408,0.0111,0.138,0.0987,80.364,4
spotify:track:4KmF9vLhT886a79woNJXWd,"Right Hand","Our Mother Electricity","All Them Witches",2012-12-07,353250,39,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:21Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","Elektrohasch",0.31,0.691,5,-6.545,1,0.0364,0.00607,0.743,0.104,0.338,137.901,3
spotify:track:3aLEiYCj0Tn8Ib3uItqDCq,"I Can't Even See Myself (Bonus)","Our Mother Electricity","All Them Witches",2012-12-07,191751,26,false,5op6n8m1bwvyoy5vmgyzgjnp2,2021-12-13T16:46:21Z,"stonerrock,stoner metal,neo-psychedelisch,psychedelische rock,spacerock,sludge metal,bluesrock","Elektrohasch",0.362,0.857,0,-4.051,1,0.0716,0.017,0.0018,0.332,0.42,91.185,4
